"accession","X20181107_18.053_13_1_track13.x","X20181107_18.053_14_1_track14.x","X20181107_18.053_15_1_track15.x","X20181107_18.053_4_1_track4.x","X20181107_18.053_5_1_track5.x","X20181107_18.053_6_1_track6.x","protein.x","pval_milieu.x","padj_milieu.x","Ratio_XIC$descr","Ratio_XIC$UF.YEL","X20181107_18.053_13_1_track13.y","X20181107_18.053_14_1_track14.y","X20181107_18.053_15_1_track15.y","X20181107_18.053_4_1_track4.y","X20181107_18.053_5_1_track5.y","X20181107_18.053_6_1_track6.y","protein.y","Goodness_of_fit","pval_milieu.y","padj_milieu.y","Ratio_PC$descr","Ratio_PC$UF.YEL"
"gi|659917373|emb|CDP49275.1|",8.08361980592821,8.18263319922598,8.14232036551034,7.59496378416334,7.57791782968335,7.53100724235277,"c502.a1.a1",7.98002998645439e-05,0.00104403674706579,"gi|659917373|emb|CDP49275.1| Hypothetical protein PFCIRM129_11030 [Propionibacterium freudenreichii subsp. freudenreichii]",0.269598253176085,4,4,4,4,4,3,"c502.a1.a1","OK",0.834801667160383,0.941065763523601,"gi|659917373|emb|CDP49275.1| Hypothetical protein PFCIRM129_11030 [Propionibacterium freudenreichii subsp. freudenreichii]",0.916666666666667
"gi|659917374|emb|CDP49276.1|",8.79000238087413,8.71909787444015,8.72122094667652,9.07995356380326,9.12215325602653,9.17084972295316,"b31.a1.a1",0.000409329104775796,0.00264358380167701,"gi|659917374|emb|CDP49276.1| Prolyl-tRNA synthetase (Proline--tRNA ligase) (ProRS) [Propionibacterium freudenreichii subsp. freudenreichii]",2.40546367302504,33,30,30,41,41,41,"b31.a1.a1","OK",0.0408996696738265,0.198549305507485,"gi|659917374|emb|CDP49276.1| Prolyl-tRNA synthetase (Proline--tRNA ligase) (ProRS) [Propionibacterium freudenreichii subsp. freudenreichii]",1.32258064516129
"gi|659917375|emb|CDP49277.1|",7.7648960915315,7.88948598041365,7.88129163546817,8.18867003943343,7.82743288996899,8.26656320672068,"c375.a1.a1",0.15245399895043,0.199412403690436,"gi|659917375|emb|CDP49277.1| Acetyltransferase family protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.91847957859474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659917376|emb|CDP49278.1|",8.10680707591833,8.17201314864323,8.07572108163125,8.58391422799259,8.50751727560755,8.60101481320743,"c115.a1.a1",0.000382430935267668,0.00254953956845112,"gi|659917376|emb|CDP49278.1| 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase) [Propionibacterium freudenreichii subsp. freudenreichii]",2.7922715195325,22,20,19,23,21,21,"c115.a1.a1","OK",0.72155730730162,0.941065763523601,"gi|659917376|emb|CDP49278.1| 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase) [Propionibacterium freudenreichii subsp. freudenreichii]",1.0655737704918
"gi|659917378|emb|CDP49280.1|",8.17124617586514,8.25194945318161,8.19000369066769,7.94070385534488,7.98556083416958,7.91162531602338,"c251.a1.a1",0.00135648213215702,0.00506637904781538,"gi|659917378|emb|CDP49280.1| Hypothetical protein PFCIRM129_11055 [Propionibacterium freudenreichii subsp. freudenreichii]",0.55111990308729,12,12,12,12,12,11,"c251.a1.a1","OK",0.905528780947827,0.941065763523601,"gi|659917378|emb|CDP49280.1| Hypothetical protein PFCIRM129_11055 [Propionibacterium freudenreichii subsp. freudenreichii]",0.972222222222222
"gi|659917381|emb|CDP49283.1|",7.40181014786564,7.68446046591923,7.66739708013343,8.21305991897308,8.08482140324712,7.8578601979212,"c284.a1.a1",0.0278737305522841,0.0476080246347552,"gi|659917381|emb|CDP49283.1| Uridylate kinase PyrH [Propionibacterium freudenreichii subsp. freudenreichii]",2.97300934758651,8,7,8,12,10,11,"c284.a1.a1","OK",0.180278362884307,0.557448888155168,"gi|659917381|emb|CDP49283.1| Uridylate kinase PyrH [Propionibacterium freudenreichii subsp. freudenreichii]",1.43478260869565
"gi|659917382|emb|CDP49284.1|",6.97054883348597,7.13035602260483,6.88747134120656,7.00412635353365,6.50544423599265,6.57624222589378,"c539.a1.a1",0.153888010468109,0.200442366576108,"gi|659917382|emb|CDP49284.1| Elongation factor Ts (EF-Ts) [Propionibacterium freudenreichii subsp. freudenreichii]",0.558423117580157,3,3,2,4,3,4,"c539.a1.a1","OK",0.49038914428959,0.935242153752289,"gi|659917382|emb|CDP49284.1| Elongation factor Ts (EF-Ts) [Propionibacterium freudenreichii subsp. freudenreichii]",1.375
"gi|659917384|emb|CDP49263.1|",9.08694195821025,9.21193072264185,9.16198752563795,8.65163870093385,8.63343952432439,8.49264388666709,"c349.a1.a1",0.000826136886842333,0.00382242440180781,"gi|659917384|emb|CDP49263.1| Hypothetical protein PFCIRM129_10970 [Propionibacterium freudenreichii subsp. freudenreichii]",0.276395851888922,12,12,12,12,12,11,"c349.a1.a1","OK",0.905528780947827,0.941065763523601,"gi|659917384|emb|CDP49263.1| Hypothetical protein PFCIRM129_10970 [Propionibacterium freudenreichii subsp. freudenreichii]",0.972222222222222
"gi|659917386|emb|CDP49265.1|",8.0559725905092,7.54874991415473,7.11262116862737,7.22489772758072,7.08929992446592,7.32531606871661,"c405.a1.a1",0.27023383702391,0.323445905318194,"gi|659917386|emb|CDP49265.1| Polyribonucleotide nucleotidyltransferase (Polynucleotide phosphorylase) (PNPase) (Guanosine pentaphosphate synthetase) [Propionibacterium freudenreichii subsp. freudenreichii]",0.309800529497604,8,8,4,6,5,7,"c405.a1.a1","OK",0.745546039901445,0.941065763523601,"gi|659917386|emb|CDP49265.1| Polyribonucleotide nucleotidyltransferase (Polynucleotide phosphorylase) (PNPase) (Guanosine pentaphosphate synthetase) [Propionibacterium freudenreichii subsp. freudenreichii]",0.9
"gi|659917387|emb|CDP49266.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,1,1,"c476.a1.a1","OK",0.0221688832905479,0.128675909534267,"gi|659917387|emb|CDP49266.1| 30S ribosomal protein S15 [Propionibacterium freudenreichii subsp. freudenreichii]",0.333333333333333
"gi|659917388|emb|CDP49267.1|",7.28028627982017,7.34933897180554,7.53362755218445,7.88826850093151,7.72572714421544,7.89166975777083,"c199.a1.a1",0.00869184922970326,0.0183923089502253,"gi|659917388|emb|CDP49267.1| Riboflavin biosynthesis protein (Riboflavin kinase) FAD synthetase [Propionibacterium freudenreichii subsp. freudenreichii]",2.7572409452315,6,7,6,15,13,14,"c199.a1.a1","OK",0.00286693746039456,0.0250974525221425,"gi|659917388|emb|CDP49267.1| Riboflavin biosynthesis protein (Riboflavin kinase) FAD synthetase [Propionibacterium freudenreichii subsp. freudenreichii]",2.21052631578947
"gi|659917396|emb|CDP49233.1|",7.88215472479713,7.94962481750151,7.94605399210379,7.7061996211969,7.90090102126521,7.9370686380602,"c445.a1.a1",0.357505811902822,0.403006551599545,"gi|659917396|emb|CDP49233.1| Putative uncharacterized protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.855464179699357,5,5,4,5,4,4,"c445.a1.a1","OK",0.847372420389126,0.941065763523601,"gi|659917396|emb|CDP49233.1| Putative uncharacterized protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.928571428571428
"gi|659917401|emb|CDP49238.1|",7.92118247851648,8.17752389153154,8.07928470288958,7.8810558069853,7.97329775603817,7.82655682974941,"c554.a1.a1",0.126552523609677,0.170570792691304,"gi|659917401|emb|CDP49238.1| Secreted protein of unknown function [Propionibacterium freudenreichii subsp. freudenreichii]",0.670062848259942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659917406|emb|CDP49243.1|",8.44060848041079,8.64240064148288,8.63181870342728,7.7504724286617,7.92985599440497,7.69213794879205,"c354.a1.a1",0.00129506227935962,0.00494826087692305,"gi|659917406|emb|CDP49243.1| Hypothetical protein PFCIRM129_10740 [Propionibacterium freudenreichii subsp. freudenreichii]",0.166737952896809,6,7,7,5,6,5,"c354.a1.a1","OK",0.504545024956823,0.93726716625563,"gi|659917406|emb|CDP49243.1| Hypothetical protein PFCIRM129_10740 [Propionibacterium freudenreichii subsp. freudenreichii]",0.8
"gi|659917407|emb|CDP49244.1|",8.12183914166195,6.72236630505676,7.46108273151019,8.11288084612329,7.82075313230277,7.60648190514212,"c342.a1.a1",0.392678002862653,0.437092211444964,"gi|659917407|emb|CDP49244.1| Phosphoribosylformylglycinamidine synthase 1 (Phosphoribosylformylglycinamidine synthase I) (FGAM synthase I) [Propionibacterium freudenreichii subsp. freudenreichii]",1.41844154736761,2,3,2,8,7,5,"c342.a1.a1","OK",0.0106261553218582,0.0736930771671727,"gi|659917407|emb|CDP49244.1| Phosphoribosylformylglycinamidine synthase 1 (Phosphoribosylformylglycinamidine synthase I) (FGAM synthase I) [Propionibacterium freudenreichii subsp. freudenreichii]",2.85714285714286
"gi|659917409|emb|CDP49246.1|",7.80000504801624,7.97503317139115,7.8110740150322,8.68817268936233,8.60639804444367,8.59339732777148,"c179.a1.a1",0.000275603868743234,0.00208383412952201,"gi|659917409|emb|CDP49246.1| Phosphoribosylaminoimidazole-succinocarboxamidesynthase [Propionibacterium freudenreichii subsp. freudenreichii]",5.77693884874841,11,13,10,19,19,19,"c179.a1.a1","OK",0.0153424041443184,0.0975338549174529,"gi|659917409|emb|CDP49246.1| Phosphoribosylaminoimidazole-succinocarboxamidesynthase [Propionibacterium freudenreichii subsp. freudenreichii]",1.67647058823529
"gi|659917414|emb|CDP49251.1|",8.58915362826995,8.76094265813382,8.74416758218093,8.58796678953479,8.56744177264914,8.60836078922768,"c266.a1.a1",0.120276522529866,0.16353386835201,"gi|659917414|emb|CDP49251.1| Hypothetical protein PFCIRM129_10780 [Propionibacterium freudenreichii subsp. freudenreichii]",0.764846101561215,13,14,15,14,12,13,"c266.a1.a1","OK",0.738853906818419,0.941065763523601,"gi|659917414|emb|CDP49251.1| Hypothetical protein PFCIRM129_10780 [Propionibacterium freudenreichii subsp. freudenreichii]",0.928571428571429
"gi|659917415|emb|CDP49252.1|",9.69450955962625,9.80490726019082,9.69950680589057,9.5099573339901,9.49872545930767,9.55248019296949,"c161.a1.a1",0.0057837517285469,0.0138034566832826,"gi|659917415|emb|CDP49252.1| Hypothetical protein PFCIRM129_10785 [Propionibacterium freudenreichii subsp. freudenreichii]",0.609504230288615,18,19,19,19,19,19,"c161.a1.a1","OK",0.925051405805089,0.941065763523601,"gi|659917415|emb|CDP49252.1| Hypothetical protein PFCIRM129_10785 [Propionibacterium freudenreichii subsp. freudenreichii]",1.01785714285714
"gi|659917425|emb|CDP49226.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,3,4,"c477.a1.a1","OK",0.0158263687965402,0.0994268345570879,"gi|659917425|emb|CDP49226.1| Glucose-6-phosphate isomerase (GPI) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI) [Propionibacterium freudenreichii subsp. freudenreichii]",5
"gi|659917426|emb|CDP49227.1|",8.47799243422157,8.58267893473198,8.55953234948523,9.54095516831935,9.53849849235873,9.52963833839352,"c206.a1.a1",6.29011357842623e-06,0.000494115746962739,"gi|659917426|emb|CDP49227.1| Hypothetical protein PFCIRM129_10650 [Propionibacterium freudenreichii subsp. freudenreichii]",9.86394547612516,11,11,10,17,17,16,"c206.a1.a1","OK",0.0459458295105179,0.217124539456784,"gi|659917426|emb|CDP49227.1| Hypothetical protein PFCIRM129_10650 [Propionibacterium freudenreichii subsp. freudenreichii]",1.5625
"gi|659917428|emb|CDP49229.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,6,5,5,"c462.a1.a1","OK",0.000430405914955468,0.00574591896465549,"gi|659917428|emb|CDP49229.1| DeaD/DeaH box helicase [Propionibacterium freudenreichii subsp. freudenreichii]",8
"gi|659917434|emb|CDP49203.1|",8.35121243694122,8.46527884891744,8.36817958147294,7.32015869818879,7.46735545871617,7.65390462223771,"c275.a1.a1",0.00088590645804168,0.00395152520853124,"gi|659917434|emb|CDP49203.1| Lactaldehyde dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]",0.127095698271768,11,11,11,6,5,8,"c275.a1.a1","OK",0.0507610420204988,0.227784844024759,"gi|659917434|emb|CDP49203.1| Lactaldehyde dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]",0.575757575757576
"gi|659917439|emb|CDP49208.1|",8.26236425740955,8.24227673679625,8.28612529838692,8.0529476221154,8.12270848078584,8.13098297129718,"c337.a1.a1",0.00438363291009999,0.0114091058821592,"gi|659917439|emb|CDP49208.1| multicopper oxidase [Propionibacterium freudenreichii subsp. freudenreichii]",0.691253831725139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659917442|emb|CDP49211.1|",7.36578019481393,7.37568852237085,7.28212055788206,6.40049350779338,6.19581270854622,6.15880328834193,"c506.a1.a1",0.000175083714375077,0.0015289000410218,"gi|659917442|emb|CDP49211.1| Metallophosphoesterase [Propionibacterium freudenreichii subsp. freudenreichii]",0.0835801691789095,4,4,4,4,1,2,"c506.a1.a1","OK",0.248553939672604,0.657068335570152,"gi|659917442|emb|CDP49211.1| Metallophosphoesterase [Propionibacterium freudenreichii subsp. freudenreichii]",0.583333333333333
"gi|659917443|emb|CDP49212.1|",8.97097765825824,8.79776503348957,9.14983188229306,8.9200573030775,8.954974490367,9.04920706986949,"b48.a1.a1",0.986974660752875,0.986974660752875,"gi|659917443|emb|CDP49212.1| Penicillin-binding protein (Transglycosylase/transpeptidase) [Propionibacterium freudenreichii subsp. freudenreichii]",0.959092151003643,29,27,29,32,29,30,"b48.a1.a1","OK",0.651045070149736,0.941065763523601,"gi|659917443|emb|CDP49212.1| Penicillin-binding protein (Transglycosylase/transpeptidase) [Propionibacterium freudenreichii subsp. freudenreichii]",1.07058823529412
"gi|659917450|emb|CDP49219.1|",9.12074434467869,9.11950213311456,9.0898346123184,8.15915784246432,8.03347568080908,8.01009882542945,"c113.a1.a1",2.52437436962965e-05,0.000625522845713398,"gi|659917450|emb|CDP49219.1| PTS enzyme I [Propionibacterium freudenreichii subsp. freudenreichii]",0.0917050729586376,23,21,22,11,8,7,"c113.a1.a1","OK",2.22602372042871e-05,0.000742935416693082,"gi|659917450|emb|CDP49219.1| PTS enzyme I [Propionibacterium freudenreichii subsp. freudenreichii]",0.393939393939394
"gi|659917455|emb|CDP49224.1|",7.77167092966648,8.01671952413858,7.86008490220826,7.30066660897247,7.32195647214566,7.23390822900813,"c591.a1.a1",0.0014446060532108,0.00524772535607973,"gi|659917455|emb|CDP49224.1| Hypothetical membrane protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.246743104294793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659917458|emb|CDP49125.1|",9.59637143465507,9.56780096520657,9.5985370052298,9.84945918925541,9.73184658126312,9.6499977360268,"a9.a1.a1",0.0564099524109505,0.0885422037842767,"gi|659917458|emb|CDP49125.1| 60 kDa chaperonin 2 (Protein Cpn60 2) (groEL protein 2) (Heat shock protein 60 2) [Propionibacterium freudenreichii subsp. freudenreichii]",1.4580039574037,65,54,63,71,64,62,"a9.a1.a1","OK",0.44094472649179,0.868872634489357,"gi|659917458|emb|CDP49125.1| 60 kDa chaperonin 2 (Protein Cpn60 2) (groEL protein 2) (Heat shock protein 60 2) [Propionibacterium freudenreichii subsp. freudenreichii]",1.08241758241758
"gi|659917467|emb|CDP49134.1|",8.19702577026902,7.93662021383655,8.2289460932019,7.89495706052437,7.94039746847844,7.99968161254474,"c357.a1.a1",0.145374113401392,0.190553806149816,"gi|659917467|emb|CDP49134.1| L-serine dehydratase (L-serine ammonia-lyase) [Propionibacterium freudenreichii subsp. freudenreichii]",0.642768411899832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659917468|emb|CDP49135.1|",8.4058416465499,8.50380755887652,8.41653408366306,8.99294056044234,8.97093512648654,8.82877917764353,"c140.a1.a1",0.00124137637959304,0.00484594185068552,"gi|659917468|emb|CDP49135.1| ABC transporter ATP-binding protein [Propionibacterium freudenreichii subsp. freudenreichii]",3.10749851561653,16,16,15,20,21,17,"c140.a1.a1","OK",0.282609501256831,0.689102619502958,"gi|659917468|emb|CDP49135.1| ABC transporter ATP-binding protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.23404255319149
"gi|659917470|emb|CDP49137.1|",8.97942871423845,8.81822421148262,8.96835391085417,8.51761067346875,8.54864477291005,8.64716454380463,"b70.a1.a1",0.00570724407836864,0.0138034566832826,"gi|659917470|emb|CDP49137.1| Hypothetical protein PFCIRM129_10165 [Propionibacterium freudenreichii subsp. freudenreichii]",0.443367101199699,27,27,27,28,27,28,"b70.a1.a1","OK",0.875894532234046,0.941065763523601,"gi|659917470|emb|CDP49137.1| Hypothetical protein PFCIRM129_10165 [Propionibacterium freudenreichii subsp. freudenreichii]",1.02469135802469
"gi|659917472|emb|CDP49139.1|",9.30119784056368,9.35912267140681,9.54225031738059,8.62305083348249,8.37473187896913,8.42861691978271,"c232.a1.a1",0.000905038592213158,0.00395157695191661,"gi|659917472|emb|CDP49139.1| Hypothetical protein PFCIRM129_10175 [Propionibacterium freudenreichii subsp. freudenreichii]",0.119023329557758,16,16,16,14,11,12,"c232.a1.a1","OK",0.232168020313624,0.649098025379452,"gi|659917472|emb|CDP49139.1| Hypothetical protein PFCIRM129_10175 [Propionibacterium freudenreichii subsp. freudenreichii]",0.770833333333333
"gi|659917473|emb|CDP49140.1|",10.7244343240977,10.6525261254521,10.7712913228174,9.78449247488938,9.6731787958698,9.77273741630477,"b18.a1.a1",3.9227206619335e-05,0.000760027128249616,"gi|659917473|emb|CDP49140.1| iron-sulfur protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.106527267995567,61,60,61,57,52,57,"b18.a1.a1","OK",0.390980139342352,0.84219948561445,"gi|659917473|emb|CDP49140.1| iron-sulfur protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.912087912087912
"gi|659917474|emb|CDP49141.1|",9.65080044544024,9.67664711762246,9.74392541002777,8.87960169235735,8.72527060921443,8.68591326880884,"b95.a1.a1",0.000143039142336889,0.00136437335767494,"gi|659917474|emb|CDP49141.1| Oxidoreductase [Propionibacterium freudenreichii subsp. freudenreichii]",0.120128939007964,23,23,23,24,21,20,"b95.a1.a1","OK",0.729663612074686,0.941065763523601,"gi|659917474|emb|CDP49141.1| Oxidoreductase [Propionibacterium freudenreichii subsp. freudenreichii]",0.942028985507246
"gi|659917475|emb|CDP49142.1|",9.20338798636319,9.27851282458129,9.28220834982625,8.70322841361089,8.94609853770047,8.91722907677197,"c134.a1.a1",0.00781104509660264,0.0168154443051862,"gi|659917475|emb|CDP49142.1| L-lactate permease [Propionibacterium freudenreichii subsp. freudenreichii]",0.409260050364123,21,21,21,17,16,18,"c134.a1.a1","OK",0.260612389661342,0.672304425503173,"gi|659917475|emb|CDP49142.1| L-lactate permease [Propionibacterium freudenreichii subsp. freudenreichii]",0.80952380952381
"gi|659917477|emb|CDP49144.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,7,5,7,"c399.a1.a1","OK",6.6655018577103e-05,0.00152582450752188,"gi|659917477|emb|CDP49144.1| Cysteinyl-tRNA synthetase (Cysteine--tRNA ligase) [Propionibacterium freudenreichii subsp. freudenreichii]",9.5
"gi|659917482|emb|CDP49149.1|",7.64908983213049,7.68679342861566,7.59295398334317,7.68150665179172,7.61950381326013,7.65480607183054,"c450.a1.a1",0.796589718654313,0.821773087463684,"gi|659917482|emb|CDP49149.1| 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT) [Propionibacterium freudenreichii subsp. freudenreichii]",1.01867320786725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659917483|emb|CDP49150.1|",6.43888187613922,6.69739030476832,6.63231555742316,6.81982751035067,6.59808827754932,6.43888187613922,"c679.a1.a1",0.838257918168016,0.856756213519174,"gi|659917483|emb|CDP49150.1| transcriptional regulator CarD [Propionibacterium freudenreichii subsp. freudenreichii]",1.10796260066973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659917486|emb|CDP49153.1|",8.64330051191184,8.77521972901337,8.65203425767737,8.67125547496626,8.56632873501871,8.56980655777494,"b88.a1.a1",0.184403359205142,0.232851492275332,"gi|659917486|emb|CDP49153.1| Putative phosphate transport system protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.814276368432809,20,20,19,23,21,21,"b88.a1.a1","OK",0.589941281927326,0.941065763523601,"gi|659917486|emb|CDP49153.1| Putative phosphate transport system protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.10169491525424
"gi|659917487|emb|CDP49154.1|",6.72001854054331,6.91254756832726,5.82863347080585,7.28838899366427,7.12899474697287,7.2394553931355,"c695.a1.a1",0.0957513706417938,0.137103579209959,"gi|659917487|emb|CDP49154.1| phosphoglycerate mutase [Propionibacterium freudenreichii subsp. freudenreichii]",3.56359447123349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659917488|emb|CDP49155.1|",7.59003557045434,7.67691337112851,7.60852349405712,7.70022095258099,7.69996070831251,7.6726564654669,"c472.a1.a1",0.0782654825964736,0.115598490571054,"gi|659917488|emb|CDP49155.1| Regulatory protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.15970372093493,5,5,5,5,4,4,"c472.a1.a1","OK",0.705337390614279,0.941065763523601,"gi|659917488|emb|CDP49155.1| Regulatory protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.866666666666667
"gi|659917490|emb|CDP49157.1|",8.72003312163931,8.69300409474365,8.43839988988906,7.63805826302537,7.7957414660816,8.17592253896376,"c353.a1.a1",0.0150901513643075,0.0290555709499089,"gi|659917490|emb|CDP49157.1| Methylmalonyl-CoA carboxytransferase, 1.3S subunit (Transcarboxylase, 1.3S subunit). 123bp [Propionibacterium freudenreichii subsp. freudenreichii]",0.197981695677135,9,9,9,7,7,9,"c353.a1.a1","OK",0.571402061745644,0.941065763523601,"gi|659917490|emb|CDP49157.1| Methylmalonyl-CoA carboxytransferase, 1.3S subunit (Transcarboxylase, 1.3S subunit). 123bp [Propionibacterium freudenreichii subsp. freudenreichii]",0.851851851851852
"gi|659917492|emb|CDP49159.1|",10.5096483908871,10.2743432466508,10.0082688280651,9.14797683107792,9.11377269769872,9.44456775676164,"a8.a1.a1",0.00453604417046754,0.011669491226929,"gi|659917492|emb|CDP49159.1| Methylmalonyl-CoA carboxytransferase 12S subunit (Transcarboxylase 12S subunit). 610 bp [Propionibacterium freudenreichii subsp. freudenreichii]",0.0894913544749496,81,65,71,54,45,59,"a8.a1.a1","OK",0.00226499323575999,0.0215983283552828,"gi|659917492|emb|CDP49159.1| Methylmalonyl-CoA carboxytransferase 12S subunit (Transcarboxylase 12S subunit). 610 bp [Propionibacterium freudenreichii subsp. freudenreichii]",0.728110599078341
"gi|659917494|emb|CDP49161.1|",10.3776750464717,10.160759885445,10.0000787217501,9.20330096488839,9.22750027709041,9.45157158031131,"b10.a1.a1",0.00279298020912164,0.00824522962449435,"gi|659917494|emb|CDP49161.1| Methylmalonyl-CoA carboxytransferase 5S subunit. (transcarboxylase 5S) 505 bp [Propionibacterium freudenreichii subsp. freudenreichii]",0.126476168538399,71,62,64,61,49,61,"b10.a1.a1","OK",0.175128284338138,0.553363928027018,"gi|659917494|emb|CDP49161.1| Methylmalonyl-CoA carboxytransferase 5S subunit. (transcarboxylase 5S) 505 bp [Propionibacterium freudenreichii subsp. freudenreichii]",0.868020304568528
"gi|659917500|emb|CDP49167.1|",8.34319006107231,8.27584643517723,8.49303780321734,7.97563181627216,8.1278811083038,8.03097649977921,"c571.a1.a1",0.014004836155465,0.0274275214446766,"gi|659917500|emb|CDP49167.1| Protoporphyrinogen oxidase (PPO) HemY [Propionibacterium freudenreichii subsp. freudenreichii]",0.466704126940539,4,4,4,4,3,4,"c571.a1.a1","OK",0.834801667160383,0.941065763523601,"gi|659917500|emb|CDP49167.1| Protoporphyrinogen oxidase (PPO) HemY [Propionibacterium freudenreichii subsp. freudenreichii]",0.916666666666667
"gi|659917501|emb|CDP49168.1|",7.17829316802178,7.43979178556848,7.63667944052485,7.68713089673789,7.62362252839791,7.92022554037394,"c518.a1.a1",0.112517014731385,0.153657597210262,"gi|659917501|emb|CDP49168.1| Fe-S oxidoreductase [Propionibacterium freudenreichii subsp. freudenreichii]",2.02400033367644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659917502|emb|CDP49169.1|",6.32193803965082,5.57833311632383,6.41938684030913,7.25515860675425,7.21784640694537,7.43473787436026,"c540.a1.a1",0.0120011655692366,0.0239251532248446,"gi|659917502|emb|CDP49169.1| Uroporphyrinogen decarboxylase [Propionibacterium freudenreichii subsp. freudenreichii]",12.0925709101399,2,1,3,4,4,4,"c540.a1.a1","OK",0.153331729175526,0.518052946353166,"gi|659917502|emb|CDP49169.1| Uroporphyrinogen decarboxylase [Propionibacterium freudenreichii subsp. freudenreichii]",2
"gi|659917503|emb|CDP49170.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,5,5,5,"c473.a1.a1","OK",0.0221688832905478,0.128675909534267,"gi|659917503|emb|CDP49170.1| Porphobilinogen deaminase (PBG) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase) [Propionibacterium freudenreichii subsp. freudenreichii]",3
"gi|659917504|emb|CDP49171.1|",8.56629057720007,8.41409875049683,8.68351911557162,8.64001648916524,8.58812029550629,8.71735829142894,"c155.a1.a1",0.339195653196815,0.38587395409546,"gi|659917504|emb|CDP49171.1| Glutamyl-tRNA reductase [Propionibacterium freudenreichii subsp. freudenreichii]",1.21177113483702,17,16,17,18,16,17,"c155.a1.a1","OK",0.920737689816824,0.941065763523601,"gi|659917504|emb|CDP49171.1| Glutamyl-tRNA reductase [Propionibacterium freudenreichii subsp. freudenreichii]",1.02
"gi|659917505|emb|CDP49172.1|",7.64127285763648,7.59200619053165,7.50525818513133,6.8637651856185,8.61265288164803,8.60970316280641,"c534.a1.a1",0.484573158077567,0.528935489450866,"gi|659917505|emb|CDP49172.1| Asparagine synthase (Glutamine-hydrolyzing) [Propionibacterium freudenreichii subsp. freudenreichii]",7.17566843353261,4,4,4,4,2,2,"c534.a1.a1","OK",0.369477641958042,0.80861090494096,"gi|659917505|emb|CDP49172.1| Asparagine synthase (Glutamine-hydrolyzing) [Propionibacterium freudenreichii subsp. freudenreichii]",0.666666666666667
"gi|659917508|emb|CDP49175.1|",8.04469779888095,8.17988197383413,8.11971677377524,8.12044720396531,8.22641619501475,7.66400297896888,"c151.a1.a1",0.563945862283766,0.609140129992918,"gi|659917508|emb|CDP49175.1| IolE (Myo-inositol catabolism IolAEprotein) (Inosose dehydratase) (2-keto-myo-inositol dehydratase) [Propionibacterium freudenreichii subsp. freudenreichii]",0.879732545655812,4,2,2,19,17,17,"c151.a1.a1","OK",1.08859414444826e-09,9.68848788558952e-08,"gi|659917508|emb|CDP49175.1| IolE (Myo-inositol catabolism IolAEprotein) (Inosose dehydratase) (2-keto-myo-inositol dehydratase) [Propionibacterium freudenreichii subsp. freudenreichii]",6.625
